Indonesian	Minangkabau
.Setiap hari, saya bangun pagi-pagi dan mandi, lalu sarapan dan bersiap-siap pergi kerja dengan memakai pakaian rapi dan sepatu berkilauan, kemudian saya pergi ke stasiun kereta api untuk naik kereta yang selalu ramai dan dipenuhi penumpang yang bercampur hiruk-pikuk suara dan bau yang berbeda-beda di dalamnya.	.Setiap harinyo, aku mandok di badiah dan sarapan, pasrah manduang dan banaik jalan kaki menuju palontarang untuk menuju pako, baduaro manjadi ke kantor dengan baju latuah dan sepatu pangilo,  palala lalu nanaik kapal luntera yang mancacai mari dan alai balaluik yang balakang acuak di dalamnya.
Pada minggu depan, kami akan pergi ke pantai, berjemur di bawah matahari, dan berenang di laut yang biru dan tenang, lalu makan siang di sebuah restoran yang indah dan menikmati hidangan lezat, serta melakukan beberapa aktivitas yang menyenangkan seperti bermain voli pantai dan berlayar dengan perahu kecil.	Dalam minggu nan datang, kami bakal mambari ka pantai, bajuangan di bawah pananam barito, jo mamandang alam nan riang nan masamo di laut biru babalauik, satuluak makan siang di kampuang makan aneh nan indah barendam gulanjo, serta babuak aktivitas nan lapuik ampek-ragam saperti bamaen voli pantai jo ambrayar join kelekan.
Hari ini cuaca sangat cerah, langit biru cerah, dan angin bertiup lembut, membuat suasana menjadi sejuk dan menyenangkan.	Ari ini cawo sangat cerah, langik biru cerah, jo awan buek diam-diam, satiok ado laramoan lahio mantap, jo uda kamalangahannyo.
Hari ini saya akan bangun pagi, mandi, berolahraga, makan sarapan, dan pergi ke kantor dengan menggunakan kendaraan umum.	Hari nini tabla baru bangun pangih, mansiang, merantau, makang sarapan, dan bagari ka kantor dengan ngagunoan preentah umum.
Setelah aku menyelesaikan tugas kuliahku, aku pergi ke gym untuk berolahraga, kemudian aku makan siang di kantin kampus, dan akhirnya aku kembali ke kosanku untuk istirahat sejenak sebelum melanjutkan aktivitas lainnya.	Sarato aku usai pasambahan tugas kuliah aku, lai aku bacuo gym untuak mancorong badan, maleh lah aku mamakan sarato di kantin kampus, salapan jo aku ngana pulang ka kos, untuak mangato istirahat dulu sabelum lanjuangan kagiatan lainnyo.
Saya sedang menikmati keindahan matahari terbenam di pantai sambil mendengarkan suara ombak yang mengalun lembut, melihat anak-anak kecil bermain pasir dengan riang gembira, dan mencium aroma makanan yang dijual pedagang di sekitar pantai.	Saya kadi marasa makhaluh-kan indak nan indahnyo maambiak surupan matahari terbenam di panyabungan, sambil manahan suaro selombang nan ngalun berulun, nan tanah ompek punyo manyarangkan anak bini dengan sekaidin grinjang gayo, lalu marunding aromo pangakik nan dijua palambuang di balerong.
Saat matahari terbit di ufuk timur, burung-burung berkicau riang di pepohonan, orang-orang mulai beraktivitas untuk mencari nafkah, dan kendaraan bermotor memadati jalan-jalan raya.	Sabana suriah di tinggang timuak, tupai tangah mumuang maali dari rambuo, urang lado mulai mamikiah rikirik buajo, sabaloang bada ambian benuo dirantau.
Saya suka makan makanan pedas, saya suka minum minuman dingin, saya suka berjalan-jalan di alam bebas, dan saya suka mendengarkan musik keras.	Aku suko makan indak-indak pedas, aku suko minua indak-indak nyarek, aku suko dagang di alam bebas, dan aku suko dadendang rabaik.
Saya suka makan nasi goreng, sate ayam, dan mie goreng sambal matah yang pedas, dan juga minum jus alpukat dan air kelapa muda yang segar.	Saya suko makan nasi padang, sate padang, dan mie rebus sambal lado nan pedaso, iko ado minum jus alpokat dan air nira pait kato which.
Mengingat akan pentingnya pengendalian limbah industri, pemerintah mengeluarkan undang-undang yang mengatur tentang tata kelola limbah industri dan memberikan sanksi yang tegas bagi perusahaan yang tidak mematuhinya.	Karano tahapnyo pengendalian sampah industri sangatlah penting, nanamo piminyak lan lambak sagalo kaaturan sabanao lai, kayo ditiakih sabagien panyangkal nan berani tapakajo batok, kaarah sabagai perindak nan taat.
.Ketika kami pergi ke pasar tradisional, kami bisa melihat pedagang-pedagang berjualan dengan semangat dan ketika membeli sayur-sayuran dan buah-buahan, kami selalu mencari yang segar dan berkualitas tinggi.	.Tatkala kamipun jo pukaik pasar tradisional, ka kamipun kapandanganlah pangulu-pangulu ago dan kalau lapo tumbukan sayuak-sayuak dan buago-buago, kamipun alan mencari yang juo baru dan memillih yang layak jadi dipakai.
Saat saya bangun pagi-pagi dan mulai meraih telepon genggam saya yang tergeletak di sebelah tempat tidur, saya merenung sejenak tentang rencana saya hari itu, yang terdiri dari mengajukan proposal yang detail dan meyakinkan, menyelesaikan tumpukan pekerjaan yang menumpuk, dan memberi perhatian pada hobi saya yang selalu bisa membuat saya bahagia.	Lamo-lamo sadonyo ado lah sajo aku bangoikn dini pagi, lungo meranoikn telepon selula yang kadang kosong tanggal bilameh di balek tampuak tiduah, aku cakokan ati sanggek bacarito tentang tuang rencano aku hari ini, sabagai contoh donyo membuluo patorang yan manggambarkan boies dan bancih, membarapeilakan kumpulun donyo yan tabsan, dan meluangkan wakitu untuk hobiku yan selalu dapok mangurang nyo bana.
Makanan Indonesia memiliki beragam rasa dan aroma, mulai dari masakan Padang yang pedas dan gurih, soto Betawi yang kental dan lezat, nasi goreng yang gurih dan enak, rendang yang lembut dan kaya rempah, hingga gulai kambing yang kaya bumbu dan harum.	Masakan Minangkabau punya banyak cita rasa dan bau-bauan, dari masakan rendang yang pedas dan nikmat, gulai itiak lado mudo yang pait dan nikmat, gulai tunjang yang lezat dan khas, kalio ayam yang enak dan mantap, hingga sate padang yang gurih dan kenikmatan.
Saya suka makan nasi goreng yang pedas, minum es teh manis yang dingin, dan menonton film yang seru di akhir pekan.	Saya ringkok makan nasi goreng basiaknyo pedas, minum es teh manis nak dinginnyo, dan magnonton film yang seru di hujau akhir minggu.
Di pagi hari yang indah, saya bangun dari tempat tidur, menggosok gigi, dan mandi sebelum bersiap-siap pergi kerja.	Dalam pagi yang ayahyo, adiahmo bangun dari kaudua lalu mambasahi gigi dan mandi sabelum komat-kamit dodok badan sabelum sialakan piaga.
Ketika pagi tiba, sinar matahari menyinari bumi dan membuat bunga-bunga mekar dengan indah, burung-burung berkicau riang di pepohonan, dan orang-orang mulai beraktivitas seperti berkebun, berolahraga, atau berangkat bekerja.	Mancariakan subuh tiba, sinarambua matahari mambuek tanah mamancariakan dipertaresang, kalalabi-lalabi banaaka bula'ang mandaki ka pampuang, manok-maronoh bunduik balingo jo dinamik, jo manusa mulai mamulaiang ka aktiviti banaak kaya mandokaliang, mandagang, jo lainnyo.
Lautan yang luas dan birunya langit yang indah merupakan pemandangan yang menakjubkan, terutama saat matahari terbit atau terbenam, karena warna-warni alam semesta yang luar biasa itu dapat menginspirasi manusia untuk mencintai keindahan alam dan betapa pentingnya menjaga lingkungan.	Samudra yang luas dan anggunnya langit yang cantik jadi pandangan yang masyhur, sangatlah indah kalau sobudung atau sambunyi, ampek corocok rancak dunyo nan amazing itu bisa nadi inspirasi mahluk manusia supayo do angan rayo keindahan alam nan pentingnyo ngajaga lingko.
Hujan turun dengan derasnya dan angin bertiup kencang sehingga membuat semua orang mencari tempat perlindungan, sementara rumput dan pepohonan bergoyang-goyang akibat dari hembusan angin yang kuat.	Hujan turun mandalah taseknyo dan angin palilu bertiup kencang, samo disambuang kari rumah orang bahwa siruang, sementaro ilalang dan katinggang bunian sasasalahayo karena mambalatak babukiknyo urang.
Ketika mimpi merajut cerita indah di malam hari, hatiku berdesir gembira menyambut keajaiban cinta yang akan hadir dalam hidupku suatu saat nanti.	Manjadi pangnduakhi mimpi manarulang kaca indak batori di sabana malam, hatiku mangidim soro nan riang menanti keajaiban rindu nan bakal sapandangan dalam bait hiduakik denan waktu yang banaik tanduak.
Saat aku bangun  pagi-pagi dan mandi, aku menyiapkan sarapan dan mengambil pakaian yang sudah disiapkan sebelumnya, kemudian berangkat ke kantor dengan menggunakan mobil atau kendaraan umum seperti bus atau kereta, sehingga dapat mencapai tempat tujuan dengan tepat waktu.	Pado kalahia pagi-pagi simpan ribuak nagari nan lampek dan lekatkan dahulu salai, baaso mambasi sarapan, kato dan siapno pakaian yang dahulunya disiapkan, kemudian kajorangan ka kantor dengan mobil atau transportasi umum saperti baaso atau kekik, ampek bisa nyampek tujuan tepat hari.
Pada saat saya sedang berjalan-jalan di taman pada hari Minggu yang cerah dan indah, saya melihat anak-anak bermain di area bermain, orang tua duduk santai di bangku taman, pasangan muda berjalan berduaan mengelilingi taman, pengamen memainkan alat musik mereka dengan suara merdu, dan beberapa orang renang di kolam renang umum yang terletak di sebelah taman tersebut.	Pada waktu nan sambioh juo sayo lalu-lalang di taman paiah Minggu nan banaik adat, sayo magambarkan gadang ba-susuak anak-anak main didalam daerah pagar-pagar an, akok-akok mamburuk terharu nan sarampuan mananti-nanti di ba-kursi taman, pasangan mudo piak manangih barih lalu-lintuang keliling taman, baduak tanjuang menolulok alat musicnyo di malino sombinyo, dan baduak
Saat musim panas tiba, kita bisa merasakan panasnya sinar matahari yang terik, melihat rimbunnya daun-daun pohon yang hijau, mendengar riuhnya kicauan burung merdu, dan merasakan segarnya angin sepoi-sepoi yang menyejukkan.	Sai musim pandang, kita dapat merasok kan panasnya sintiang mattahari yang tajunyok, mangamati lalangian daun-daun kajai yang hijau banyena, manandoakan meriahnya kicauan burung merdundayok, dan merasok kan segarnyo anggun salapanan yang menyampokkan.
Kemarin, saya pergi ke pasar untuk membeli bahan makanan seperti daging sapi, sayuran hijau seperti bayam dan kangkung, serta buah-buahan segar seperti apel, mangga, dan anggur.	Sabatek, den berangkat ka pasar untuak mangalii bahan masakan kaya dendeng saneh, sayuran hijau kaya bayam kasumpek dan kangkung, serta buah-buahan segar kaya apa, mangga, dan belimbing.
Kami pergi ke pantai untuk berenang, berjemur, dan menikmati ombak yang menghantam, sebelum akhirnya kita menikmati makanan laut segar yang dihidangkan di pinggir pantai.	Kami balik sampai panyambaha mandaki pamasangan, manariak, dan mamancang bapaik, satongkek awakak denai matang jukut sariak digarai pinggirannya.
Ketika jam tangan itu berbunyi, saya bangun dan mandi, lalu berpakaian dan mempersiapkan diri untuk pergi ke kantor dengan membawa tas ransel yang sudah diisi dengan laptop, buku catatan, dan botol minum, kemudian berangkat dengan naik motor yang selalu terawat, dengan bertutur dalam bahasa Indonesia yang baku dan sopan.	Sumando batanyo mangajik, kuako mandi kubajuik, lah tarekah mandaki dan barupakua jalan jampeh ka kantor sambil bambarapak taso-ransel yang sanak bariam digasi laptop, buku catatan, dan botor minum, setelah tobagak ka kantor dengan ngaso motor kaik manjuah, sambil batutur dalam bahaso Minangkabau yang sanak istianah dan nikmat didengo.
Hari ini saya bangun awal, mandi, sarapan, berangkat ke kantor dengan kereta api, bekerja di sana sepanjang hari, makan siang di kantin, bertemu dengan klien dari luar kota, menyelesaikan tugas pekerjaan, pulang ke rumah, makan malam, menonton televisi, dan tidur.	Pancuran kalau hari iko, adiah indak tido lambah, ngaranjuang, bariakso, sarapan, mutusi jalan ka kantor angkek kerata api, bekerja di situ, makan siang juo di kantin, janji juo orang tamu dari luar kota, manyelesaiakan tugas tabang, pulang juo ka rumah, makan malam, menonton pakalapan, tido.
Masyarakat Indonesia saat ini sedang menghadapi tantangan dalam beradaptasi dengan perubahan globalisasi dan revolusi industri ke-4 dalam era digitalisasi yang membutuhkan kemampuan komunikasi yang efektif, kreativitas, dan keterampilan teknologi yang tinggi.	Masyarakat Minangkabau pada masa sekarang sedang merentang dalam menyesuaikan diri dengan perubahan-perubahan dunia global dan revolusi industri ke-4 di zaman digitalisasi yang membutuhkan kemampuan daring yang efektif, imajinasi serta keterampilan teknologi yang tinggi.
.Ketika saya datang ke restoran, saya memesan nasi goreng, sate ayam, dan jus jeruk, lalu saya duduk di meja yang dekat jendela dengan lampu kecil yang menyala dan melihat pemandangan luar restoran yang indah dengan pohon-pohon hijau dan bunga-bunga yang mekar.	.Bila hambuik datang ka warung, hambuik mamilih nasi goreng, sate ayam, dan sarabi, pasrah nan baraduak di meja dumak ka janduang juo danko imarah sorik pambalai nan marupak lambuik, mangamban mandanga lalok sariak warung nan indah, ban pangaruh bungo-bungonyo saratia.
Di pasar, saya suka membeli sayuran segar seperti bayam, kangkung, selada, kacang panjang, dan terong untuk dimasak di rumah.	Di pasar, sayo mancari labuik kalehnan segar saperti bayam, ungkep, salada, kacang padih, jo balado untuk dimasak di rumah.
Kamu harus mempersiapkan diri dengan luar biasa baiknya jika ingin berhasil di dalam hidup, karena kesuksesan tidak akan datang dengan mudah tanpa usaha keras dan kerja keras yang konsisten, serta disiplin diri yang kuat dan selalu berusaha untuk belajar dari kegagalan dan menghadapi tantangan yang tidak terduga.	Mangko sadaiko adolah alai adiak badia bana bakaleh mancapai untuang diuak dalam pasedih, salamo tangkelek basuak bukanlah datang dengan mudoi lam batimbo, manapi baliok tangan dan bacah inyo akal jang dirantau banamo ko di batohang, rambaik nek nuncapei curah luluum yang palud inggan tangkeitia.
Hari itu, aku bangun pagi-pagi dan segera bergegas membersihkan kamar, mandi, mengenakan pakaian baru, makan sarapan sederhana, dan segera pergi ke kantor.	Baso mati, ana mandepi subuh jo sewaktu-waktu aratik rumah, mandaki, mangikang baju baru, mandi, mandoah sarapan penting, sarek luah pulang ka kantor.
Ketika saya sedang memasak di dapur, aku juga sedang mendengarkan musik di speaker dan mengirim pesan singkat kepada teman-teman saya di telepon genggam.	Amak sarupo nan sayo dadiak di dapur, sajo sarupo nan mandengarkan musik di speakar jo sambil ciakak pesan ka kaenan sayo di hanphone.
.Menjalani kehidupan yang sehat dan bahagia membutuhkan berbagai upaya, seperti rutin berolahraga, mengonsumsi makanan seimbang, tidur cukup, menghindari stres berlebihan, dan menjalin hubungan sosial yang positif.	.Manghidupi idup nan sado dan bahagio batuahlah memerlukanna bermaco-maco, saperti suak-sukan olahrago, makannyo yang sampongan, bobalan pamangguangan yang cukua, mamondi panyolahangan sosial nan positif.
Hari ini, saya ingin pergi ke pasar untuk membeli sayuran segar, buah-buahan yang manis, ikan yang segar, bumbu dapur yang lengkap, dan kue-kue lezat untuk hari raya.	Hari nan indak ni, basamo mau mamapiah ke pasiaaru untuak mambolehkan sayuran sawik, buah-buahan yan manih, ikan yang sampak, hambir saratek maleh, dan kue-kue taluoik untuk haro rajo.
.Hari ini cuaca cerah dan matahari sedang bersinar terang di langit, sehingga banyak orang memilih untuk beraktivitas di luar ruangan seperti berolahraga, memancing, atau hanya sekadar berjalan-jalan di taman.	.Hari ini langit cerah dan sinar mentari sedang berpendar terang-terangan, sabagian paro orang nundo mamulai mudahan dihalaman seperti mamainca, mamancing, atabahkan cuma nellaik lakuak di taman.
Ada banyak makanan enak di Indonesia, seperti nasi goreng, rendang, sate, gado-gado, ayam betutu, mie ayam, nasi uduk, soto ayam, bakso, dan masih banyak lagi.	Banyaklah kudapan lezat nan enak di Minangkabau, diantaranya nasi padang, rendang, sate padang, kapao kambiang, gulai daun singkong, dendeng batokok, ayam pop, lontong cubadak, kalio ayam, dan lain-lainnyo.
Hari ini saya harus bangun lebih awal dari biasanya, mandi, berpakaian, dan sarapan sebelum memulai perjalanan ke kantor sambil membawa tas yang berisi laptop, charger, dan buku-buku, kemudian bekerja selama delapan jam berturut-turut di depan monitor komputer dan melaksanakan tugas-tugas yang diberikan oleh atasan dengan teliti dan efisien, sebelum pulang ke rumah, mampir ke pasar untuk membeli sayuran dan buah-buahan segar, dan kemudian menyiapkan makan malam sambil menonton berita dan acara kesukaan.	Sabalun ini hambuek piah bangun labiah awal dari biaso, mandi, mercah ligau, dan sarapan saruik samentaro mulai berangkat ka kantua sambil barang laieko di dalam kantong, sapuloh tetek baturun-dek, cakiah bersamo-samo nyasalangkaikan hujua tu
.Para tamu yang hadir dalam acara pernikahan ini akan disajikan makanan yang lezat, akan dihibur oleh musik yang merdu, dan akan dimanjakan oleh dekorasi yang indah.	.Mambangkek sarik bapambalasan batamu hadir dalam acaro nikah subaganan, akan mahebat satek makanan yang surrencak, akan aduiksi oleh musik yang merakiah, dan akan Madia dengek oleh jorong indak indaknyo yang nan indaknyo manibiaik.
.Berapapun banyaknya tantangan dan rintangan yang menghadang, kita harus tetap optimis dan berusaha untuk meraih kesuksesan dengan semangat yang membara dan tekad yang kuat, karena hanya dengan itu kita dapat mencapai tujuan hidup kita yang telah kita tentukan sejak awal.	.Berapapun kotok banyaknyo tantangan dan rintangan nan mananti, samo kito mesti tetap optimis dan berjuang lai untuk mambaratakan sukse dalam hidup nyo dengan semangat nan mulaik mancucuo dan tekad nan kukuh, ampek ciehako tabueknyo kito bisa mencapai tujuan hidup nyo nan tala disabuik dari mandaki.
Saya suka makan nasi goreng yang dibuat dengan bumbu yang terdiri dari bawang merah, bawang putih, cabai, kecap, minyak goreng, dan garam yang memberikan rasa yang kaya dan lezat.	Saya sukumakan nasi minang yang dibuat dengan bumbu yang terdiri dari bawang merah, balacan, cabai, daun jeruk, minyak kelapa, dan garam yang memberikan raso yang basamo dan enak.
Ketika aku bangun pagi-pagi dan berjalan ke kamar mandi untuk mandi, aku biasanya membuka keran air yang dingin dan menggosok sabun ke tubuhku dengan cepat agar aku bisa segera menyelesaikan segala sesuatunya dan melanjutkan hariku dengan penuh semangat.	Kalaulah aku bangun basi-basi dan mari merandang ken kamar mandi untuk mandi, biasanyo ku bacanggih ai nyo panaam tuik dan ku gambakkan sabun ka badannyo cekik tahunya supayo ku jadjok jo capai macuik lanjuin hariko jo dadi penuah semangat.
Saya sedang belajar matematika, mempraktikkan keterampilan memasak, membaca buku tentang sejarah dunia, menonton film dokumenter tentang lingkungan, dan memperbaiki kesalahan dalam karangan saya.	Aku sedang belajar matematika, maipakon keterampilan masak baan, bacarang kitab pasal sejarah dunia, mamburrak lambang parpalo nan kito indak aroh, jo mumujuan urang nan ilang dapek dalam karangan diri.
Segala sesuatu yang ada di dunia ini akan terus berubah seiring berjalannya waktu, mulai dari kondisi alam yang berubah sebagai akibat dari kegiatan manusia seperti penggundulan hutan dan perubahan iklim, hingga teknologi yang terus berkembang dan merubah pola perilaku manusia dalam berinteraksi dengan lingkungan sekitarnya.	Sabalunyo adolah ambo nan asabuik sabagai orang pandapek suguang-suguang adaloh lambuangnyo jaguang kalau nak piaro innyo nan adiak, ado pangaraso ka ilalang, ado pangambang ka nan gelombang, ado pangelo ka sarimanok salingkok, sarantia adolah adil nan diurangan tangan maskuro bana, kali akan nyok minyo adil ka langik bujuang nanai, endak ado umpamo panutuan, nto ado umpamo nahayangkan, jua ado umpamo tatapakaian nan sarua-narua sabagai tandonyo sabag
Pada umumnya, orang Indonesia suka menonton pertandingan sepak bola dan menghabiskan waktu dengan makan bersama keluarga atau teman-teman, sementara di Minangkabau, kebiasaan seperti berkumpul dalam kelompok besar untuk memasak bersama dan menyajikan hidangan tradisional sering dilakukan oleh masyarakat setempat.	Umumnyo, urang Minang suko kedatangannyo orang datang rumah dengan nasi kokok bubuh karang, doho pandeka adorang basamo pasiaan, mambuek jajanan, jao nan pandeka labih mengambuangan jo manganebari ulakan salurahan, sementaro di Indonesia, biasonyo kayo tontonan pertandingan jago sepak bola dan manghabisko waktu kua makan basamo famili atau kawan-kawan.
.Ketika awan mendung mulai menutupi langit, hujan deras pun turun dengan derasnya dan membuat udara menjadi lebih dingin, sementara petir dan guntur menggelegar menyertai suara alam yang sempurna.	.Ampek awan mamandang mulai nambukutkan langit, hujan dingin pun barukah turun dengan derasnyo samako udaro kalua dopang aleh hanyo, nan sabana petir jo guntur mambunyik jinayo sakali naro alamnyo nan sempurna.
Hari ini kita akan pergi ke pasar, membeli kebutuhan rumah tangga, mengunjungi teman di kota sebelah, makan siang di restoran favorit, dan menonton film terbaru di bioskop.	Baruik hari indak oi kito bakal pulang ka pasar, mambaliak barang-barang baheula, mambuat juo rayoak di kampuang sabilang, mamakan sarato dalam rumah makan sumando, dan mamijah film baaru dalam bioskop.
Ayam goreng, nasi putih, dan sayur asem menjadi menu favorit masyarakat Indonesia ketika makan siang atau malam, sementara mie kocok, rendang, dan gulai menjadi primadona kuliner khas Minangkabau yang banyak dicari orang ketika berkunjung ke Sumatera Barat.	Ayam goreng, nasi putih, dan sayur asem aiai jadi menu andam lamo-lamo botungkek Indonesia tatkala makan siang atau malam, sedang mie kocok, rendang, jo gulai jadi primadona kuliner adati urang Minangkabau nan barayo dicari orang tatkala ka Pesisir Selatan.
Di tengah pandemi COVID-19, pemerintah terus berupaya meningkatkan kualitas pelayanan kesehatan, memberikan bantuan sosial kepada masyarakat yang terdampak, meningkatkan kapasitas testing dan tracing, menjaga kestabilan ekonomi, dan memberikan edukasi pada masyarakat agar mematuhi protokol kesehatan.	Dalam tengah pandemi COVID-19, aurang pamarentah patamuan manggugatkan kalitas layanan kasihtian, manolong mamasyarakat yank teraccaak, manggugatkan kapasitas testing dan tracing, mangaisiak stabilitas ekonomi, dan mamainkan edukasi pada zamongan agar patuh pada protokol kesayatan.
Ayah saya adalah seorang guru bahasa Indonesia di sebuah sekolah menengah, sedangkan ibu saya adalah seorang pengusaha kue yang terkenal di kampungnya.	Babako saya adolah sorang guru bahaso Indonesia di salasoan sekolah menengah, sa daripado itu, bako saya adolah sorang pengusaha kue yang bemuka di jorongnyo.
Saya suka makan, minum, dan nonton film di akhir pekan; begitu juga dengan berjalan-jalan, berolahraga, dan berkumpul dengan teman-teman.	Saya gemar makang, miminum, dan memanjuang film pada akhir pekan; serta umpamo mamantau, manjalo olah rago, dan mamadang kawan-kawan.
Pelajar-pelajar di sekolah-sekolah seantero negeri ini dilatih untuk memiliki keterampilan yang dibutuhkan di zaman sekarang, seperti kemampuan berpikir kritis, berkomunikasi dengan baik, dan menjadi pemimpin yang visioner.	Anak-anak di sekolah-sekolah di seluruh nagari ini dilatih untuk mamiliki keterampilan yang dibutuhkan di zaman sekarang, saperti untuok mandapek berpikir kritis, mangadakan komunikasi dengan basamo, jo menjadi pemimpin jo pandoek yang pujangga.
Meskipun ia dulu sering terlambat, tapi sekarang ia selalu tepat waktu, dia bekerja dengan gigih dan tekun, serta dia rajin berolahraga di pagi hari untuk menjaga kesehatannya, ia juga membantu orang lain dengan sabar dan tanpa pamrih, serta dia merencanakan masa depannya dengan matang dan penuh harapan.	Walau ranok ujuangnyo banyak tagantuang, tapino bana kinyo tagampong uyei lahiam oi dapaik, indak manosongkannyo kato balallangan dan tambo, nan nyutuihnyo manjalan diri adolah lepai pagi japuik lah kesihatan dirinyo, nan bantuannyo ka tampek lain dapek karejo nan dek mamadinding, nan pamikirannyo tagetah oleh kuat lai parih mambauti.
Saya akan membeli bahan makanan seperti daging sapi segar, ikan laut yang segar, sayuran hijau yang segar, dan beras berkualitas yang segar, karena saya ingin membuat masakan yang lezat dan sehat untuk keluarga.	Saya akan mambeli baahan makanan saperti daging sapi yang segar, ikan laut yang segar, lalang hijau yang segar, dan beras bekhualitas yang segar, saparti nan saya ingin membuat masakan yang endak nan lezeh dan sehaduak bagi keluarga.
.Kita harus memperbaiki infrastruktur transportasi, edukasi, dan kesehatan, agar masyarakat dapat dengan mudah mengakses layanan publik yang berkualitas, sehingga meningkatkan kualitas hidup mereka.	.Kito patut mamparabiki infrastruktur transportasi, edukasi, jo kacaiko, supayo mamasyarakat sangkin gampang mamampui layanan publik nan kualitas, nanti mampengaruhi kapalo hiduik jo.
Saya suka makan apel, jeruk, dan nanas di pagi hari, kemudian pergi berjalan-jalan di taman, menghirup udara segar, dan mendengarkan musik di headphone kesayangan saya.	Saya suka makan basiyo, maruk, dan pinaek di pagi hari, kemudian manjalan-jalan di taman, mitabang napas udaro cani, dan mendengar musik di haodon kepakeyang polok saya.
Saya memutuskan untuk pergi ke pantai, membeli makanan di pasar, mengunjungi teman di kota, dan menyaksikan pertunjukan seni di teater malam ini.	Aku sudo ditiok pakikah pantai, nangko basiak sariponto di pasar, marembak ciekke mah bisik-pokek di kota, dan liuk-deh malam disituang weh mato nan sarato pokok.
Hujan turun dengan derasnya, mengguyur seluruh kota dan membuat semua orang berlari mencari tempat berteduh, sementara angin kencang berhembus memporak-porandakan segala sesuatu yang ada di sekitarnya.	Hujan turun dengan derasnyo, menimpa seantero koto jo bikin saurang-saurang manjahari baiyo cari pandangan rumah dato, seato angin pakato barhembus mamburak-kandangkan sago bana-bana ijek lamo di sekitarannyo.
.Ketika hari mulai gelap dan malam tiba, orang-orang di seluruh dunia bersiap untuk tidur sambil mematikan lampu dan mengunci pintu rumahnya, sedangkan binatang-binatang malam seperti kelelawar, burung hantu, dan kucing hutan mulai aktif mencari mangsa untuk memenuhi kebutuhan hidupnya.	.Barapo haribo mulai maleh dan malam tiba, urang di salayo dunia barusaha mandaki untuk bobo sabalun mampunjuangkan lampu dan mangunci pintu rumahnyo, bajalan malam kaubilang kalehangan jatuah seperti kelawar, burung hantu, dan padidi mangandakan suruang lado maambak mencari anak rimba batanjuang nyambyah nak halko randahnyo.
.Ketika aku pergi ke pasar, aku membeli sayur-sayuran segar seperti wortel, brokoli, bayam, dan kentang, lalu aku juga membeli bahan ingredients lain seperti daging ayam, ikan segar, bumbu dapur, dan bahan lainnya yang aku perlukan untuk memasak makanan yang nikmat.	.Apabila aku mambuek ka pasar, aku musuangian sayuran-sayuran segar kayu lada, kubis, bayam, mamagang piakek jo kentang, lai aku juo mambuek bahan-bahan lain kaik misalnyo daging ayam, ikan segar, bumbu dapur jo bahan-bahan padaik yang kamanpuan untuk momasak masakan yang sedap.
Setiap hari, saya bangun pagi-pagi untuk melakukan olahraga, kemudian mandi dan bersiap-siap untuk bekerja, lalu sarapan pagi dan pergi ke kantor dengan mobil atau transportasi umum yang tersedia di kota.	Setiap harinya, saya mareka dini untuk adain jariang, sidia tah mandiang dan tinga-tangah lai berangkat bakalo, bai sarapan-pancak, dan tatapan ka kantor dengan mobil atau angkutan umuak yang sudo.
Hari ini aku akan pergi ke pasar, membeli sayuran segar, daging yang berkualitas, buah-buahan yang lezat, beras yang pulen, dan bumbu-bumbu dapur yang lengkap.	Hari ini hambak yo baka juo ka pasar, monyak banyok sayur bagek, daging ba harum, buah-buahan nan sedap, beras nan pulen, dan racik adiak nan adi di dapur.
Saya suka makan ayam goreng, bakso, nasi goreng, mie goreng, sate ayam, es krim coklat, dan pisang goreng ketika saya lapar dan ingin memuaskan selera saya.	Saya sukayak makan ayam goreng, bakso, nasi goreng, mie goreng, sate ayam, es krim coklat, dan pisang goreng sajaklah laluaknyo lapouh dan mangkanyo nga manyenangkan selera ko.
".""Kegiatan olahraga seperti berlari, berenang, dan bersepeda dapat membantu meningkatkan kesehatan fisik dan melatih kemampuan koordinasi tubuh serta melibatkan banyak otot yang membakar kalori dan energi secara efektif."""	".""Kian tambih nyojabi olahrago ka wakhtu kaya berjalan, balangih, sarato ponggalo manguatkan kaso fisik dan latihaknyo kamampuangnjo koordinasi diri, serto angkat lamangkik sarato namabuah butihak lamalahan kalori sabyak-at."""
.Saat aku bangun di pagi hari, aku cuci wajahku dengan air bersih lalu menggosok gigiku menggunakan sikat gigi dan pasta gigi yang segar, kemudian aku berjalan menuju dapur mencari sarapan yang lezat dan sehat, seperti roti panggang dengan mentega dan selai buah, atau sereal dengan susu dan buah segar.	.Saat aku kaduaik di subuh haro, aku cuci muka ku panggek bieh nan air tabuik juo caracik gigi ku menggunakan sikat gigi dan opak sabun gigi nan kohang, kapalo aku basagek nyumbang ke dapuak baliak menggali sarapan nan enak dan punyo manfaat, salamaiknyo rayeku basambua roti bakar sapai lado nan sambal, ateh sereal dapuaik susu nan buahan rayeku syalang.
.Dia pergi ke pasar untuk membeli sayuran, beras, dan daging, lalu ke toko untuk membeli perlengkapan mandi, makanan ringan, dan minuman, dan akhirnya ke bank untuk menyetorkan uang, mengambil uang, dan membayar hutang.	.Dia mamasang ka pasar untuak mangato sayur, padi, cincin, jo daging, kato ka tokoo untuak mangato kebun intan, panganik, jo air, lalu nyekolah deknyo untuak manatih utang, mambayar utang, jo magnak banyak urusan ka katorang.
